UserID,Date,OrderNumber,ShippingAddress,AmountSpent,PaymentMode,SaleStatus,ItemsPurchased,DiscountAmount,ReturnStatus,ReturnReason
30,2021-05-30,150,City150,444.4321882706459,Debit Card,True,Fleece Hoodie,24.387378440990826,Not Returned,
31,2021-05-31,151,City151,42.69127397802245,Credit Card,False,Cable Knit Sweater,1.8422000958296436,Returned,Other
31,2021-06-01,152,City152,306.1460779507176,PayPal,False,Cardigan,20.95045811111761,Not Returned,
31,2021-06-02,153,City153,222.98762865563916,Debit Card,False,Serum,43.4814546818716,Not Returned,
31,2021-06-03,154,City154,47.50844558263741,PayPal,True,Flat Sandals,41.315931535757535,Not Returned,
31,2021-06-04,155,City155,487.3735135813614,PayPal,False,Foundation,9.407386802892603,Returned,Other
32,2021-06-05,156,City156,362.1229223784822,Credit Card,False,Serum,0.20040625618987784,Returned,Defective Item
32,2021-06-06,157,City157,133.69940080163192,PayPal,False,Cleanser,35.393419803371444,Not Returned,
32,2021-06-07,158,City158,259.8336703408425,Cash,False,Running Shoes,1.220276951312227,Not Returned,
32,2021-06-08,159,City159,277.6326183526553,Credit Card,False,Wayfarer Sunglasses,37.787522814881285,Not Returned,
32,2021-06-09,160,City160,111.88570225445996,Credit Card,False,Belt,22.697634970048526,Not Returned,
33,2021-06-10,161,City161,94.07327250618822,Credit Card,True,Stiletto Heels,34.71401278333147,Not Returned,
33,2021-06-11,162,City162,309.19951969514557,Credit Card,False,Necktie,14.143251602972468,Not Returned,
33,2021-06-12,163,City163,157.81118488282962,PayPal,False,Analog Watch,37.62868871492618,Not Returned,
33,2021-06-13,164,City164,446.2620462526031,Cash,False,Skate Shoes,32.36770929989147,Not Returned,
33,2021-06-14,165,City165,110.86124462051131,PayPal,False,Tote Bag,3.0038137019278377,Not Returned,
34,2021-06-15,166,City166,352.5551446021687,Cash,False,Baseball Cap,32.133065911031,Not Returned,
34,2021-06-16,167,City167,118.44127184420502,PayPal,True,Striped T-Shirt,26.234907350541746,Not Returned,
34,2021-06-17,168,City168,40.51082519783225,Cash,False,Chino Shorts,7.00661663987347,Not Returned,
34,2021-06-18,169,City169,382.27273091065746,Credit Card,True,Graphic Hoodie,8.145527717209722,Not Returned,
34,2021-06-19,170,City170,85.76546800404988,PayPal,False,Tote Bag,35.12331292524864,Not Returned,
35,2021-06-20,171,City171,111.11955796203544,PayPal,False,Blazer,41.836480479471156,Not Returned,
35,2021-06-21,172,City172,51.6417810402405,PayPal,False,Webbed Belt,39.8641373837952,Not Returned,
35,2021-06-22,173,City173,392.65235700663857,PayPal,False,Graphic Shirt,10.066442635466538,Not Returned,
35,2021-06-23,174,City174,18.534732492537977,Credit Card,False,Dress Pants,20.56749571201134,Not Returned,
35,2021-06-24,175,City175,35.87649010830198,Debit Card,True,Blazer,39.594790733747104,Not Returned,
36,2021-06-25,176,City176,489.4974386320648,Credit Card,False,Satchel Bag,32.51054092301354,Not Returned,
36,2021-06-26,177,City177,280.8870341951743,PayPal,False,Trucker Hat,40.19115813637607,Not Returned,
36,2021-06-27,178,City178,484.4510918280963,Debit Card,False,Formal Shirt,46.45915895345334,Not Returned,
36,2021-06-28,179,City179,444.82309285784163,PayPal,False,Bucket Hat,3.364110718066332,Not Returned,
36,2021-06-29,180,City180,430.6522050916884,PayPal,False,Athletic Hoodie,9.723872428751717,Not Returned,
37,2021-06-30,181,City181,94.43240306557081,Credit Card,True,Bowtie,12.08961378519069,Not Returned,
37,2021-07-01,182,City182,153.6919244920897,Debit Card,True,Pullover Hoodie,12.065134280638496,Not Returned,
37,2021-07-02,183,City183,26.669793504455047,Cash,False,Round Sunglasses,8.812893533641292,Not Returned,
37,2021-07-03,184,City184,47.5638509620588,Cash,False,Serum,26.140811920663822,Not Returned,
37,2021-07-04,185,City185,244.34639063835635,Credit Card,False,Zip-Up Hoodie,32.153062166557255,Not Returned,
38,2021-07-05,186,City186,391.1043103615792,Cash,False,Moisturizer,46.07970954181454,Not Returned,
38,2021-07-06,187,City187,253.3652610112932,Cash,True,Flat Sandals,46.004609524447865,Returned,Wrong Size
38,2021-07-07,188,City188,390.7697534950914,Credit Card,True,Tote Bag,13.505787651695538,Returned,Changed Mind
38,2021-07-08,189,City189,144.36215401589072,Cash,False,Swim Trunks,34.45586958827409,Not Returned,
38,2021-07-09,190,City190,425.7321293435736,Credit Card,False,Tuxedo,25.091485185466667,Not Returned,
39,2021-07-10,191,City191,404.1573812986649,Cash,False,Stiletto Heels,0.29537170228966514,Not Returned,
39,2021-07-11,192,City192,127.41568542506289,Debit Card,False,Summer Dress,42.42493228464721,Not Returned,
39,2021-07-12,193,City193,429.9890423392053,PayPal,False,Blazer,17.721772189529506,Not Returned,
39,2021-07-13,194,City194,389.50424007845106,Credit Card,False,Skinny Tie,36.83450678695535,Not Returned,
39,2021-07-14,195,City195,79.52942514366488,Debit Card,False,Wayfarer Sunglasses,21.5200001074766,Not Returned,
40,2021-07-15,196,City196,121.4844967741231,Cash,False,Blush,9.227447592139843,Not Returned,
40,2021-07-16,197,City197,239.3382103236195,PayPal,True,Anklet,35.83759686136861,Not Returned,
40,2021-07-17,198,City198,370.1691051372677,Cash,False,Knit Tie,35.95856286270644,Not Returned,
40,2021-07-18,199,City199,262.39064683807686,Cash,False,Platform Heels,31.60596611297913,Not Returned,
40,2021-07-19,200,City200,294.1495972755123,PayPal,False,Combat Boots,19.453384075853936,Not Returned,
41,2021-07-20,201,City201,138.16179609376996,Cash,False,Athletic Hoodie,34.09285176503955,Returned,Wrong Size
41,2021-07-21,202,City202,424.57409342346716,Credit Card,False,Tote Bag,45.886235788841596,Not Returned,
41,2021-07-22,203,City203,110.81908539065866,PayPal,False,Backpack,20.423978861565068,Returned,Other
41,2021-07-23,204,City204,24.78406551089948,PayPal,False,Formal Shirt,49.08085730723822,Not Returned,
41,2021-07-24,205,City205,334.63051951185776,Cash,False,Cable Knit Sweater,26.5465745695867,Not Returned,
42,2021-07-25,206,City206,342.95753736397484,Debit Card,False,Braided Belt,39.332480096310604,Not Returned,
42,2021-07-26,207,City207,447.20615958374765,Credit Card,False,Dress Watch,36.42599608281097,Not Returned,
42,2021-07-27,208,City208,201.31635975135362,Cash,False,Wedge Heels,48.677245104237834,Not Returned,
42,2021-07-28,209,City209,10.026645725601503,PayPal,False,Earrings,42.05479587812484,Not Returned,
42,2021-07-29,210,City210,385.6413172946149,Credit Card,False,Dress Watch,5.998920397549395,Not Returned,
43,2021-07-30,211,City211,76.50749865832357,Cash,True,Bootcut Jeans,4.828892953777148,Not Returned,
43,2021-07-31,212,City212,34.210788627698456,Credit Card,False,Combat Boots,13.493270472502367,Not Returned,
43,2021-08-01,213,City213,485.7776403942692,Credit Card,False,Dress Pants,44.04506272302833,Not Returned,
43,2021-08-02,214,City214,335.5611494660829,Cash,False,Face Mask,9.411852494037676,Not Returned,
43,2021-08-03,215,City215,125.80039615836793,Credit Card,True,Cardigan,14.037520308686368,Not Returned,
44,2021-08-04,216,City216,451.0658378690471,Credit Card,False,Necklace,5.344203906263695,Not Returned,
44,2021-08-05,217,City217,269.3486060005996,Debit Card,False,Maxi Dress,26.961105690360053,Not Returned,
44,2021-08-06,218,City218,314.46870679061465,Credit Card,False,Necklace,15.341516734292304,Not Returned,
44,2021-08-07,219,City219,314.55492873262745,Debit Card,False,High-Top Sneakers,23.028262988346455,Not Returned,
44,2021-08-08,220,City220,59.19417360375821,PayPal,False,Gladiator Sandals,32.77836152764734,Returned,Wrong Size
45,2021-08-09,221,City221,154.9852617802483,Credit Card,False,Mascara,29.302236996168617,Returned,Wrong Size
45,2021-08-10,222,City222,30.581785239493236,PayPal,True,Moisturizer,43.57176715224441,Not Returned,
45,2021-08-11,223,City223,182.3049073371195,Credit Card,False,Graphic Shirt,9.124996201095758,Not Returned,
45,2021-08-12,224,City224,254.66786395482916,Cash,False,Hiking Boots,20.687187745323893,Not Returned,
45,2021-08-13,225,City225,451.93081162886654,PayPal,False,Cleanser,21.877015126843986,Not Returned,
46,2021-08-14,226,City226,135.48482439641424,Debit Card,False,Webbed Belt,10.379856565310924,Not Returned,
46,2021-08-15,227,City227,362.06160003463725,Cash,False,Silk Tie,43.203757601516294,Not Returned,
46,2021-08-16,228,City228,385.2009310464413,Credit Card,False,Plaid Scarf,0.1574744734808009,Not Returned,
46,2021-08-17,229,City229,40.136656899954986,PayPal,False,Ankle Boots,36.37845083226357,Not Returned,
46,2021-08-18,230,City230,187.9360968494387,Credit Card,False,Touchscreen Gloves,45.61754591627415,Not Returned,
47,2021-08-19,231,City231,281.1977191011689,Cash,True,Swim Shirt,33.52940598766902,Not Returned,
47,2021-08-20,232,City232,292.19130446961356,Debit Card,False,Blush,34.64714580588038,Not Returned,
47,2021-08-21,233,City233,373.61651515476404,Cash,False,Swim Trunks,3.985370911182623,Not Returned,
47,2021-08-22,234,City234,369.10763228211437,PayPal,False,Canvas Backpack,20.631239914153106,Not Returned,
47,2021-08-23,235,City235,137.87549740816098,PayPal,True,Touchscreen Gloves,33.86544029545094,Not Returned,
48,2021-08-24,236,City236,436.31824216607765,Debit Card,False,Laptop Backpack,17.09343479929682,Not Returned,
48,2021-08-25,237,City237,338.26785862935407,PayPal,False,Striped Shirt,37.83302352803976,Not Returned,
48,2021-08-26,238,City238,65.55780285308794,Credit Card,True,Denim Shorts,29.68856797615019,Not Returned,
48,2021-08-27,239,City239,279.8347483644288,Credit Card,False,Analog Watch,30.286221430507,Not Returned,
48,2021-08-28,240,City240,306.7641118217437,Cash,False,Cocktail Dress,3.0737060870284605,Not Returned,
49,2021-08-29,241,City241,430.00536209909245,PayPal,False,Eyeshadow,48.38078163425252,Not Returned,
49,2021-08-30,242,City242,232.0564914576184,Credit Card,False,Square Sunglasses,40.470426842102846,Not Returned,
49,2021-08-31,243,City243,160.91817547346577,Cash,True,Chinos,6.709587533834865,Not Returned,
49,2021-09-01,244,City244,374.920292385192,Debit Card,True,Dress Watch,35.86941079642033,Not Returned,
49,2021-09-02,245,City245,412.38533804447945,Credit Card,False,Gladiator Sandals,10.117237350047365,Not Returned,
50,2021-09-03,246,City246,335.0113803691983,PayPal,False,Driving Gloves,33.136178838956916,Not Returned,
50,2021-09-04,247,City247,91.89566531551186,Cash,False,V-Neck T-Shirt,36.69408548178117,Returned,Wrong Size
50,2021-09-05,248,City248,275.17268144910173,Cash,True,Face Mask,0.7000236019220341,Not Returned,
50,2021-09-06,249,City249,389.2683438021919,Credit Card,False,Cufflinks,38.74159431138776,Not Returned,
50,2021-09-07,250,City250,92.14165870432961,Credit Card,False,Cargo Pants,38.17163680431322,Not Returned,
51,2021-09-08,251,City251,291.28101604508913,Debit Card,True,Canvas Backpack,41.846296090799214,Not Returned,
51,2021-09-09,252,City252,401.8282370701297,Credit Card,False,Swim Trunks,41.42441891535752,Not Returned,
51,2021-09-10,253,City253,155.7866359435989,Cash,False,High-Top Sneakers,43.109695868063405,Not Returned,
51,2021-09-11,254,City254,119.87185884501321,Credit Card,False,Gladiator Sandals,23.58322192658094,Not Returned,
51,2021-09-12,255,City255,136.3189758915385,Cash,False,Cufflinks,28.027234858961876,Not Returned,
52,2021-09-13,256,City256,492.94793658517244,Credit Card,False,Analog Watch,3.5907917875898363,Not Returned,
52,2021-09-14,257,City257,359.8833408672285,Cash,False,Beanie,28.292723732558528,Not Returned,
52,2021-09-15,258,City258,11.182605833782167,Cash,False,Ring,49.69693662864638,Not Returned,
52,2021-09-16,259,City259,133.87251008743226,Credit Card,True,Webbed Belt,47.433499563655225,Not Returned,
52,2021-09-17,260,City260,131.0928384805676,Cash,True,Ring,1.5931235292955037,Not Returned,
53,2021-09-18,261,City261,73.50027618049964,Debit Card,False,Straight Jeans,39.980098346114644,Not Returned,
53,2021-09-19,262,City262,275.4592170945867,Debit Card,False,Swim Briefs,9.921162335248624,Not Returned,
53,2021-09-20,263,City263,388.40003105235434,Cash,False,Running Shoes,2.714876658773502,Not Returned,
53,2021-09-21,264,City264,37.099900415212716,Cash,False,Swim Shirt,8.533280045324426,Not Returned,
